company,ticker,year,csrd_2025,csrd_2027,segment,industry,hq_country,base_year,external_audit_of_ESG_report,revenue_MEUR,energy_consump_GJ,water_withdraw_thm3,ghg_emis_kt,transport_emis_kt,ghg_emis_per_MEUR_revenue,water_withdraw_per_MEUR_revenue
DSV A/S (formerly: DSV Panalpina A/S),DSV,2020,1,0,Large,Industrial Goods and Services,Denmark,2019,0,15519.67871,1673000.0,,178.0,12564.0,0.0114693095988712,
DSV A/S (formerly: DSV Panalpina A/S),DSV,2021,1,0,Large,Industrial Goods and Services,Denmark,2019,0,24405.08701,2800000.0,1188.0,254.0,12524.0,0.010407666233516124,0.0486783759268392
D/S Norden ASA,DNORD,2019,1,0,Mid,Industrial Goods and Services,Denmark,2019,1,2307.053571,52988000.0,,4088.2,3.6,1.772043810074144,
D/S Norden ASA,DNORD,2020,1,0,Mid,Industrial Goods and Services,Denmark,2019,0,2319.464286,56765000.0,,4294.0,0.0014,1.8512895524703932,
D/S Norden ASA,DNORD,2021,0,1,Mid,Industrial Goods and Services,Denmark,2019,0,3171.25,61681000.0,,4663.3,0.3,1.4704927079227434,
D/S Norden ASA,DNORD,2022,0,1,Mid,Industrial Goods and Services,Denmark,2019,0,4743.214286,55809000.0,,4579.0,4.402,0.965379112960447,
Ørsted A/S,ORSTED,2019,1,0,Large,Energy and Utilities,Denmark,2019,1,9081.927711,63208800.0,1164.0,1969.0,34600.0,0.21680419208965448,0.12816662244406185
Ørsted A/S,ORSTED,2020,1,0,Large,Energy and Utilities,Denmark,2019,1,7041.633199,57621600.0,822474.0,1962.0,25333.0,0.27862854320197034,116.80159655529935
Ørsted A/S,ORSTED,2021,1,0,Large,Energy and Utilities,Denmark,2019,1,6799.330656,79354800.0,1033303.0,2200.0,18179.0,0.32356126085126224,151.97128250972355
Ørsted A/S,ORSTED,2022,1,0,Large,Energy and Utilities,Denmark,2019,1,6215.791172,69001200.0,1379.0,2511.0,10983.0,0.4039711004628326,0.22185430009488097
Chr. Hansen Holding A/S,CHR,2019,1,0,Large,Health Care,Denmark,2019,1,1161.0,740487.6,1490.702,49.439,90.354,0.04258311800172265,1.28398105081826
Chr. Hansen Holding A/S,CHR,2020,1,0,Large,Health Care,Denmark,2019,1,970.0,774003.6,1534.952,50.229,87.877,0.051782474226804126,1.5824247422680413
Chr. Hansen Holding A/S,CHR,2022,1,0,Large,Health Care,Denmark,2019,0,1218.0,806399.9994,1329.712,48.536,54.554,0.039848932676518886,1.0917175697865353
TDC A/S,TDC,2020,1,0,Large,Other,Denmark,2020,1,2153.815261,942480.0,,83.937,210.298,0.03897130896966004,
Pandora A/S,PNDORA,2019,1,0,Large,Consumer Goods and Services,Denmark,2019,0,2927.443106,399704.4,931.02,49.324,245.663,0.016848832996585655,0.3180317998637818
Pandora A/S,PNDORA,2020,1,0,Large,Consumer Goods and Services,Denmark,2019,0,2544.712182,399153.6,973.481,49.199,242.416,0.01933381713971769,0.38255053238865655
Pandora A/S,PNDORA,2021,1,0,Large,Consumer Goods and Services,Denmark,2019,0,3131.726908,412160.4,1052.7,49.216,255.29,0.01571529109842805,0.33614042058101445
Pandora A/S,PNDORA,2022,1,0,Large,Consumer Goods and Services,Denmark,2019,0,3557.046078,430898.4,1143.132,49.708,264.224,0.013974516750693607,0.3213711531796469
Zealand Pharma A/S,ZEAL,2019,0,1,Mid,Health Care,Denmark,2019,0,5.53,,,,,,
Zealand Pharma A/S,ZEAL,2020,0,1,Mid,Health Care,Denmark,2019,0,47.29772423,,,,,,
Zealand Pharma A/S,ZEAL,2021,0,1,Mid,Health Care,Denmark,2019,0,39.16559572,,,,,,
Zealand Pharma A/S,ZEAL,2022,0,1,Mid,Health Care,Denmark,2019,0,13.97743164,,,,,,
Novozymes A/S,NZYM,2019,1,0,Large,Health Care,Denmark,2019,0,1924.230254,4574000.0,7845.0,330.0,35.0,0.17149714765892043,4.0769549193461545
Novozymes A/S,NZYM,2020,1,0,Large,Health Care,Denmark,2019,0,1875.769746,4475000.0,7998.0,,34.0,,4.263849556724859
Novozymes A/S,NZYM,2021,1,0,Large,Health Care,Denmark,2019,1,2001.472557,4699000.0,8538.0,394.0,35.0,0.1968550598518149,4.265859139631461
Novozymes A/S,NZYM,2022,1,0,Large,Health Care,Denmark,2019,0,2359.412397,4840000.0,8720.0,161.0,734.0,0.06823732900815134,3.6958354593234763
Coloplast A/S,COLO,2019,1,0,Large,Health Care,Denmark,2019,0,2403.886097,588121.1995,234.299,11.3,155.8,0.004700721891150402,0.09746676445793347
Coloplast A/S,COLO,2020,1,0,Large,Health Care,Denmark,2019,1,2482.463186,584424.0,248.709,39.7,159.7,0.015992180759775425,0.10018637996430696
Coloplast A/S,COLO,2021,1,0,Large,Health Care,Denmark,2019,1,2600.535475,603734.4,266.521,52.3,130.9,0.020111242666282027,0.10248696953461095
Coloplast A/S,COLO,2022,1,0,Large,Health Care,Denmark,2019,1,3034.989603,587599.1995,259.439,50.3,145.1,0.016573368142770536,0.08548266516087964
Asetek A/S,ASETEK,2020,0,1,Mid,Technology,Denmark,2020,0,64.95535714,,,0.1668,7.4938,0.0025679175258861487,
Topdanmark A/S,TOP,2019,1,0,Large,Finance,Denmark,2019,0,2745.27,,,3.705,3.388,0.0013495940290026117,
Topdanmark A/S,TOP,2020,1,0,Large,Finance,Denmark,2019,0,2787.99,47741.0,10.651,3.475,2.549,0.0012464176700777265,0.0038203149939562194
Topdanmark A/S,TOP,2021,1,0,Large,Finance,Denmark,2019,0,2763.319946,50274.0,,3.478,1.993,0.0012586309468197933,
Topdanmark A/S,TOP,2022,1,0,Large,Finance,Denmark,2019,0,1343.486209,39486.0,0.008352,3.248,2.444,0.0024175908753224875,6.216662250829253e-06
SimCorp A/S,SIM,2019,1,0,Large,Technology,Denmark,2019,0,454.531,5475.6,,0.212,5.8731,0.00046641483199165733,
SimCorp A/S,SIM,2020,1,0,Large,Technology,Denmark,2019,0,456.0,7093.44,3000.0,0.6456,1.5745,0.0014157894736842103,6.578947368421052
SimCorp A/S,SIM,2021,1,0,Large,Technology,Denmark,2019,0,496.274,22332.33,8100.0,1.4579,1.077,0.0029376916783873425,16.321628777651057
SimCorp A/S,SIM,2022,1,0,Large,Technology,Denmark,2019,0,560.968,23352.0,10100.0,1.45,3.3388,0.002584817672309294,18.004592062292325
Matas A/S,MATAS,2019,1,0,Mid,Consumer Goods and Services,Denmark,2019,0,493.7751004,,,,,,
Matas A/S,MATAS,2020,1,0,Mid,Consumer Goods and Services,Denmark,2019,0,557.3761714,46371.6,,,,,
Matas A/S,MATAS,2021,1,0,Mid,Consumer Goods and Services,Denmark,2019,0,581.5528782,106561.2,7.755,2.844,76.1406,0.004890354955859971,0.013334986878584414
Matas A/S,MATAS,2022,1,0,Mid,Consumer Goods and Services,Denmark,2019,0,603.476209,103846.0,,5.763,50.318,0.009549672239026079,
Novo Nordisk A/S,NOVO,2019,1,0,Large,Health Care,Denmark,2019,0,16334.80589,2993000.0,3149.0,179.0,,0.010958195720561453,0.19277853812317325
Novo Nordisk A/S,NOVO,2020,1,0,Large,Health Care,Denmark,2019,0,16994.10977,3191000.0,3368.0,,,,0.1981863154694687
Novo Nordisk A/S,NOVO,2021,1,0,Large,Health Care,Denmark,2019,1,18848.72825,3387000.0,3488.0,93.0,81.0,0.00493401988539996,0.1850522726911297
Novo Nordisk A/S,NOVO,2022,1,0,Large,Health Care,Denmark,2019,0,23785.53303,3677000.0,3918.0,92.0,2041.0,0.003867897342639456,0.16472197596153682
ISS A/S,ISS,2021,1,0,Large,Industrial Goods and Services,Denmark,2019,1,9553.279786,1140101.6,145.948,80.267,6.128,0.00840203592881562,0.015277266370224156
ISS A/S,ISS,2019,1,0,Large,Industrial Goods and Services,Denmark,2019,1,10516.06426,143650.8,308.0,101.343,21.263,0.009636970400178975,0.029288523955824517
ISS A/S,ISS,2020,1,0,Large,Industrial Goods and Services,Denmark,2019,1,9347.121821,104878.8,207.071,77.474,5.814,0.00828854073838437,0.022153450438056506
ISS A/S,ISS,2022,1,0,Large,Industrial Goods and Services,Denmark,2019,0,10290.65654,156103.2,105.769,76.665,1569.421,0.007449961982697754,0.010278158598421166
NNIT A/S,NNIT,2019,1,0,Mid,Technology,Denmark,2019,0,409.47,,,,,,
NNIT A/S,NNIT,2020,1,0,Mid,Technology,Denmark,2019,0,378.8487282,67219.308,,,,,
NNIT A/S,NNIT,2021,1,0,Mid,Technology,Denmark,2019,0,385.1405622,69849.6192,,3.0174,0.4951,0.007834542232487815,
NNIT A/S,NNIT,2022,1,0,Mid,Technology,Denmark,2019,0,201.6247134,70765.2,,3.2412,20.3726,0.016075410327154867,
Royal UNIBREW A/S,RBREW,2019,1,0,Large,Consumer Goods and Services,Denmark,2019,0,1029.782999,774720.0,3330000.0,40.0,173.0,0.03884313495060914,3233.690984638211
Royal UNIBREW A/S,RBREW,2020,1,0,Large,Consumer Goods and Services,Denmark,2019,0,1011.646586,722880.0,3330000.0,35.7,173.0,0.03528900358489422,3291.663359599377
Royal UNIBREW A/S,RBREW,2021,1,0,Large,Consumer Goods and Services,Denmark,2019,0,1170.8166,793080.0,3480000.0,,,,2972.2844722222076
Royal UNIBREW A/S,RBREW,2022,1,0,Large,Consumer Goods and Services,Denmark,2019,0,1544.034626,900000.0,3750000.0,40.5,,0.026229981710267684,2428.7020102099705
Tryg A/S,TRYG,2019,1,0,Large,Finance,Denmark,2019,0,2910.441767,,,,,,
Tryg A/S,TRYG,2020,1,0,Large,Finance,Denmark,2019,0,3044.56,,,1.956,0.545,0.0006424573665817064,
Tryg A/S,TRYG,2021,1,0,Large,Finance,Denmark,2019,0,3181.793842,55849.0,,1.353,0.406,0.0004252318243062336,
Tryg A/S,TRYG,2022,1,0,Large,Finance,Denmark,2019,0,4561.804398,73574.0,,2.267,2.271,0.0004969524780575653,
DFDS A/S,DFDS,2019,1,0,Large,Industrial Goods and Services,Denmark,2019,0,2269.92,29077000.0,,2196.0,,0.9674349756819624,
DFDS A/S,DFDS,2020,1,0,Large,Industrial Goods and Services,Denmark,2019,0,1870.281124,26850000.0,,2019.99,,1.08004618882097,
DFDS A/S,DFDS,2021,1,0,Large,Industrial Goods and Services,Denmark,2019,0,2392.10174,33900000.0,,2550.9,909.0,1.0663844088838796,
DFDS A/S,DFDS,2022,1,0,Large,Industrial Goods and Services,Denmark,2019,0,3612.17395,36000000.0,248.998,2705.0,1203.0,0.7488565161708228,0.06893300362791221
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2020,0,1,Mid,Finance,Denmark,2019,0,138.6211513,,,,,,
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2021,0,1,Mid,Finance,Denmark,2019,0,161.8914324,,,,,,
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2022,0,1,Mid,Finance,Denmark,2019,0,181.6150736,,,,,,
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2019,0,1,Mid,Finance,Denmark,2019,0,148.9959839,,,,,,
Scandinavian Tobacco Group A/S,STG,2019,1,0,Large,Consumer Goods and Services,Denmark,2019,0,918.5474382,200123.0,157.355,,,,0.17130851761815952
Scandinavian Tobacco Group A/S,STG,2020,1,0,Large,Consumer Goods and Services,Denmark,2019,0,1071.753681,495426.0,438.106,,,,0.4087748964773558
Scandinavian Tobacco Group A/S,STG,2021,1,0,Large,Consumer Goods and Services,Denmark,2019,0,1102.10174,348649.2,247.145,35.1,,0.0318482393467594,0.2242488066482864
Scandinavian Tobacco Group A/S,STG,2022,1,0,Large,Consumer Goods and Services,Denmark,2019,0,1177.757159,333154.8,238.96,29.372,,0.02493892715960133,0.2028941180055268
Per Aarsleff Holding A/S,PAAL,2020,1,0,Mid,Industrial Goods and Services,Denmark,2019,0,1779.827175,,,,,,
Per Aarsleff Holding A/S,PAAL,2019,1,0,Mid,Industrial Goods and Services,Denmark,2019,0,1800.937082,,,,,,
Per Aarsleff Holding A/S,PAAL,2021,1,0,Mid,Industrial Goods and Services,Denmark,2019,0,1967.041633,,,,,,
Per Aarsleff Holding A/S,PAAL,2022,1,0,Mid,Industrial Goods and Services,Denmark,2019,0,2435.56,63.72,,73.598,4.949,0.03021810179178505,
Tivoli A/S,TIV,2019,0,1,Large,Other,Denmark,2019,0,199.1700134,45684.0,125.4381,,,,0.6298041450048927
Tivoli A/S,TIV,2020,0,1,Large,Other,Denmark,2019,0,63.94912985,45.2484,82.208,2.0,42.0,0.0312748586992697,1.2855217919747817
Tivoli A/S,TIV,2021,0,1,Large,Other,Denmark,2019,0,96.291834,,101.726,2.092,37.313,0.021725622133233025,1.0564343389700108
Tivoli A/S,TIV,2022,0,1,Large,Other,Denmark,2019,0,151.9040591,46476.0,118.3,2.26,60.05,0.014877811780606985,0.77878103258664
Nordic Waterproofing Holding AB,NWG,2019,1,0,Mid,Industrial Goods and Services,Sweden,2019,0,297.2767092,,,6237.0,,20.980452914674554,
Demant A/S,DEMANT,2019,1,0,Mid,Health Care,Denmark,2019,0,2000.803213,,,27.8,,0.013894419910650154,
Demant A/S,DEMANT,2020,1,0,Mid,Health Care,Denmark,2019,0,1936.947791,121320.0,,21.681,,0.011193383786976837,
Demant A/S,DEMANT,2021,1,0,Mid,Health Care,Denmark,2019,0,2461.579652,335195.0,,30.588,500.11,0.012426167065180144,
Demant A/S,DEMANT,2022,1,0,Mid,Health Care,Denmark,2019,0,2648.663907,358639.2,,31.349,643.453,0.011835778755148792,
GreenMobility A/S,GREENM,2022,0,1,Large,Technology,Denmark,2022,0,13.08006724,12013.2,,0.44907,6.09282,0.034332392315744704,
Ringkjøbing Landbobank A/S,RILBA,2019,0,1,Large,Finance,Denmark,2019,0,319.3344043,19583.0,5098.0,0.1947,,0.000609705679620691,15.964455853653222
Ringkjøbing Landbobank A/S,RILBA,2020,0,1,Large,Finance,Denmark,2019,0,274.8088353,18385.0,5.254,0.2739,,0.000996692845413766,0.01911874483316512
Ringkjøbing Landbobank A/S,RILBA,2021,0,1,Large,Finance,Denmark,2019,0,305.4767068,14990.0,3.462,0.2354,,0.0007705988533984026,0.011333106331628165
Ringkjøbing Landbobank A/S,RILBA,2022,0,1,Large,Finance,Denmark,2019,0,384.6999533,14275.0,4.085,0.1853,388.687,0.0004816740901850273,0.010618665182978071
Nilfisk Holding A/S,NLFSK,2019,1,0,Mid,Industrial Goods and Services,Denmark,2019,0,967.0,,,,,,
Nilfisk Holding A/S,NLFSK,2020,1,0,Mid,Industrial Goods and Services,Denmark,2019,0,832.9,,108.465,11.57,,0.013891223436186819,0.13022571737303398
Nilfisk Holding A/S,NLFSK,2021,1,0,Mid,Industrial Goods and Services,Denmark,2019,0,994.9,,106.4,22.626,1771880.0,0.022741984119006936,0.10694542165041714
Nilfisk Holding A/S,NLFSK,2022,1,0,Mid,Industrial Goods and Services,Denmark,2019,1,1069.5,334137.6,79.733,20.316,1928.54,0.01899579242636746,0.07455165965404395
Orphazyme A/S,ORPHA,2019,0,0,Mid,Health Care,Denmark,2019,0,,,,,,,
Orphazyme A/S,ORPHA,2020,0,0,Mid,Health Care,Denmark,2019,0,,,,,,,
Ambu A/S,AMBU,2019,1,0,Large,Health Care,Denmark,2019,0,377.5100402,130849.0,129958.0,19311.0,,51.15360637764569,344.2504467726207
Ambu A/S,AMBU,2021,1,0,Large,Health Care,Denmark,2019,1,537.2155288,199927.0,137.115,22.356,,0.04161458260511847,0.2552327560342109
Ambu A/S,AMBU,2022,1,0,Large,Health Care,Denmark,2019,0,597.3468177,224342.0,125.549,19.36,,0.03240998265386758,0.21017773306872012
Better Collective A/S,BETCO,2019,0,1,Large,Consumer Goods and Services,Denmark,2019,0,67.449,,,0.22909,0.73014,0.003396492164450177,
Better Collective A/S,BETCO,2020,0,1,Large,Consumer Goods and Services,Denmark,2019,0,91.186,,,0.12343,0.17688,0.0013536069133419603,
Better Collective A/S,BETCO,2021,0,1,Large,Consumer Goods and Services,Denmark,2019,0,177.051,,,0.14396,0.34642,0.0008130990505560545,
Better Collective A/S,BETCO,2022,0,1,Large,Consumer Goods and Services,Denmark,2019,0,262.297,,,0.06032,1.3625,0.000229968318356672,
Netcompany Group A/S,NETC,2019,1,0,Large,Technology,Denmark,2019,0,328.4943775,,,,,,
Netcompany Group A/S,NETC,2020,1,0,Large,Technology,Denmark,2019,0,380.0,13812.32,9.07904,0.49824,0.52592,0.0013111578947368422,0.02389221052631579
Netcompany Group A/S,NETC,2021,1,0,Large,Technology,Denmark,2019,0,486.2076305,23214.31,11.361,0.87101,,0.0017914363028492207,0.02336656047194636
Netcompany Group A/S,NETC,2022,1,0,Large,Technology,Denmark,2019,0,745.2049409,40793.6,11.5576,1.5946,2.8681,0.002139814046420797,0.015509290620163681
SP Group A/S,SPG,2019,1,0,Mid,Basic Materials,Denmark,2019,0,269.4688086,217425.1068,23.8,,,,0.08832191051591713
SP Group A/S,SPG,2020,1,0,Mid,Basic Materials,Denmark,2019,0,291.5915663,287650.396,22.96,25.411,,0.08714586749692287,0.07874027459483487
SP Group A/S,SPG,2021,1,0,Mid,Basic Materials,Denmark,2019,0,332.1109772,240312.276,28.982,28.005,,0.08432422269238983,0.08726601042923914
SP Group A/S,SPG,2022,1,0,Mid,Basic Materials,Denmark,2019,0,357.0084413,234792.6897,30.534,28.294,,0.07925302801516698,0.08552738946119703
The Drilling Company of 1972 A/S,DRLCO,2019,1,0,Large,Energy and Utilities,Denmark,2019,0,1091.071429,5559100.0,9.6,448.1,,0.41069721751461974,0.008798690667574981
The Drilling Company of 1972 A/S,DRLCO,2020,0,0,Large,Energy and Utilities,Denmark,2019,0,978.5714286,44450.34,10.3,399.2,,0.4079416058275053,0.01052554744494816
The Drilling Company of 1972 A/S,DRLCO,2021,1,0,Large,Energy and Utilities,Denmark,2019,1,1131.25,473188000.0,1834.0,37173.0,28952.0,32.86011049723757,1.6212154696132597
The Drilling Company of 1972 A/S,DRLCO,2022,0,0,Large,Energy and Utilities,Denmark,2019,0,,,,,,,
NTG Nordic Transport Group,NTG,2021,1,0,Large,Industrial Goods and Services,Denmark,2021,1,977.4966533,,15.63,3.033,527.775,0.0031028239224765433,0.015989824565878132
Jeudan A/S,JDAN,2019,0,1,Large,Finance,Denmark,2019,0,159.0849062,,,,,,
Jeudan A/S,JDAN,2020,0,1,Large,Finance,Denmark,2019,0,205.3649264,1779.1668,1.877,,,,0.00913982749101017
Jeudan A/S,JDAN,2021,0,1,Large,Finance,Denmark,2019,0,242.7808568,1796.8428,132.079,,,,0.5440255946901329
Jeudan A/S,JDAN,2022,0,1,Large,Finance,Denmark,2019,0,212.7812809,,,,,,
Penneo A/S,PENNEO,2022,0,1,Mid,Technology,Denmark,2022,0,9685.733742,5742.6,22.7375,1.0999,,0.00011355876893771421,0.002347524782908698
Vestas Wind Systems A/S,VWS,2020,1,0,Large,Energy and Utilities,Denmark,2019,1,14819.0,2235600.0,421.0,73.0,9790.0,0.0049261083743842365,0.02840947432350361
Vestas Wind Systems A/S,VWS,2021,1,0,Large,Energy and Utilities,Denmark,2019,0,15587.0,2656800.0,378.0,102.0,10560.0,0.0065439148007955346,0.024250978379418746
Vestas Wind Systems A/S,VWS,2022,1,0,Large,Energy and Utilities,Denmark,2019,0,14486.0,2307600.0,341.0,100.0,8180.0,0.006903216899074969,0.023539969625845644
H. Lundbeck A/S,LUN,2021,1,0,Large,Health Care,Denmark,2019,1,2181.927711,388944.0,223.339,40.487,148.523,0.01855561015880054,0.10235856984356345
"Tallink Grupp, AS",TALLINK,2020,1,0,Large,Consumer Goods and Services,Estonia,2019,0,442.9,,,,,,
Ålandsbanken Abp,ALBAV,2019,0,1,Mid,Finance,Finland,2019,0,133.9,8064.0,,,,,
Ålandsbanken Abp,ALBAV,2020,0,1,Mid,Finance,Finland,2019,0,162.28,7596.0,,,,,
Ålandsbanken Abp,ALBAV,2021,0,1,Mid,Finance,Finland,2019,0,176.024,7920.0,,0.3,0.5,0.001704313048220697,
Ålandsbanken Abp,ALBAV,2022,0,1,Mid,Finance,Finland,2019,0,184.122,7596.0,,0.038,1819.517,0.00020638489697048695,
Kesko Oyj,KESKOB,2019,1,0,Large,Consumer Goods and Services,Finland,2019,1,10720.3,3998000.0,1193.745,120.165,8019.2,0.01120910795406845,0.11135369346007108
Kesko Oyj,KESKOB,2020,1,0,Large,Consumer Goods and Services,Finland,2019,1,10669.2,3825000.0,1003.086,89.012,7736.7,0.00834289356277884,0.09401698346642672
Kesko Oyj,KESKOB,2021,1,0,Large,Consumer Goods and Services,Finland,2019,1,11300.2,4012000.0,1192.083,94.172,7724.7,0.00833365781136617,0.10549220367781101
Kesko Oyj,KESKOB,2022,1,0,Large,Consumer Goods and Services,Finland,2019,0,11809.0,3592800.0,751.391,75.505,8966.7,0.006393852146667795,0.06362867304598188
Stockmann Oyj Abp,STOCKA,2019,1,0,Mid,Consumer Goods and Services,Finland,2019,0,914.0,553150.8,95.875,29.8,9.9,0.03260393873085339,0.1048960612691466
Stockmann Oyj Abp,STOCKA,2020,1,0,Mid,Consumer Goods and Services,Finland,2019,0,790.7,493567.2,77.45,21.4,8.8,0.027064626280510935,0.09795118249652207
TietoEVRY Oyj,TIETO,2019,1,0,Large,Technology,Finland,2019,1,1734.0,376288.7724,,15.707,14.102,0.009058246828143022,
TietoEVRY Oyj,TIETO,2020,1,0,Large,Technology,Finland,2019,1,2786.4,466434.3168,,12.515,2.313,0.0044914585127763425,
TietoEVRY Oyj,TIETO,2021,1,0,Large,Technology,Finland,2019,1,2823.4,441238.5,,9.47,0.847,0.0033541120634695758,
TietoEVRY Oyj,TIETO,2022,1,0,Large,Technology,Finland,2019,1,2928.1,399865.3056,,8.034,,0.0027437587514087636,
Fiskars Oyj,FSKRS,2019,1,0,Large,Consumer Goods and Services,Finland,2019,1,1090.4,1023000.0,474.0,72.0,26.0,0.06603081438004402,0.4347028613352898
Fiskars Oyj,FSKRS,2020,1,0,Large,Consumer Goods and Services,Finland,2019,1,1116.2,901000.0,432.0,62.0,27.0,0.05554560114674789,0.3870274144418563
Fiskars Oyj,FSKRS,2021,1,0,Large,Consumer Goods and Services,Finland,2019,1,1254.3,1029000.0,463.0,69.0,24.467,0.055010762975364745,0.3691301921390417
Fiskars Oyj,FSKRS,2022,1,0,Large,Consumer Goods and Services,Finland,2019,1,1248.4,1031000.0,472.0,67.0,23.556,0.05366869593079141,0.3780839474527395
Huhtamäki Oyj,HUH1V,2019,1,0,Large,Industrial Goods and Services,Finland,2019,1,3399.0,8096400.0,8800.0,765.0,,0.22506619593998234,2.588996763754045
Huhtamäki Oyj,HUH1V,2020,1,0,Large,Industrial Goods and Services,Finland,2019,1,3301.8,7711200.0,8700.0,685.0,,0.20746259615967047,2.6349264037797564
Huhtamäki Oyj,HUH1V,2021,1,0,Large,Industrial Goods and Services,Finland,2019,1,3574.9,8078400.0,8700.0,705.0,,0.19720831351925927,2.4336345072589443
Huhtamäki Oyj,HUH1V,2022,1,0,Large,Industrial Goods and Services,Finland,2019,0,4479.0,8452800.0,9100.0,682.0,3445.0,0.15226613083277518,2.031703505246707
Metsä Board Oyj,METSA,2022,1,0,Large,Basic Materials,Finland,2019,0,2479.6,43200000.0,110000.0,527.519,1816.979,0.21274358767543153,44.36199386997903
Metsä Board Oyj,METSA,2019,1,0,Large,Basic Materials,Finland,2019,1,1932.0,116640000.0,59400.0,622.683,,0.3222996894409938,30.74534161490683
Metsä Board Oyj,METSA,2020,1,0,Large,Basic Materials,Finland,2019,0,1890.0,42480000.0,114000.0,613.852,,0.32478941798941796,60.317460317460316
Nokia Oyj,NOKIA,2019,1,0,Large,Technology,Finland,2019,1,23315.0,4086000.0,1737.0,546.9,39276.2,0.023457001930087925,0.07450139395239117
Nokia Oyj,NOKIA,2020,1,0,Large,Technology,Finland,2019,1,21852.0,3812400.0,1285.0,496.5,35595.1,0.02272103239978034,0.05880468606992495
Nokia Oyj,NOKIA,2021,1,0,Large,Technology,Finland,2019,1,22202.0,3812400.0,1182.0,501.6,40634.7,0.022592559228898298,0.05323844698675795
Nokia Oyj,NOKIA,2022,1,0,Large,Technology,Finland,2019,1,24911.0,5112000.0,1737.0,546.9,39276.2,0.021954156798201598,0.06972823250772751
Uponor Oyj,UPONOR,2019,1,0,Large,Industrial Goods and Services,Finland,2019,0,1103.0,784800.0,154.1,35.4,,0.032094288304623755,0.1397098821396192
Uponor Oyj,UPONOR,2020,1,0,Large,Industrial Goods and Services,Finland,2019,0,1136.0,750600.0,139.3,21.1,,0.01857394366197183,0.12262323943661972
Uponor Oyj,UPONOR,2021,1,0,Large,Industrial Goods and Services,Finland,2019,1,1313.2,817560.0,146.9,73.56,384.7,0.056015839171489494,0.11186414864453244
Uponor Oyj,UPONOR,2022,1,0,Large,Industrial Goods and Services,Finland,2019,1,1386.2,750960.0,148.3,66.4,377.6,0.04790073582455635,0.10698311931900159
Outokumpu Oyj,OUT1V,2019,1,0,Large,Basic Materials,Finland,2019,1,6535.0,28254000.0,50700.0,2735861.0,2222362.0,418.6474368783474,7.758224942616679
Outokumpu Oyj,OUT1V,2020,0,0,Large,Basic Materials,Finland,2019,1,5639.0,27655000.0,52100.0,,,,9.239226813264763
Outokumpu Oyj,OUT1V,2021,1,0,Large,Basic Materials,Finland,2019,1,7709.0,29322000.0,50700.0,,,,6.57672849915683
Outokumpu Oyj,OUT1V,2022,1,0,Large,Basic Materials,Finland,2019,1,9494.0,25030800.0,45100.0,1411.606,2717.748,0.1486840109542869,4.750368653886666
Raisio Oyj Vaihto-osake,RAIVV,2019,0,1,Mid,Consumer Goods and Services,Finland,2019,0,236.3,252000.0,192.0,,,,0.8125264494286923
Raisio Oyj Vaihto-osake,RAIVV,2021,0,1,Mid,Consumer Goods and Services,Finland,2019,1,246.4,342000.0,201.0,1.0,,0.004058441558441558,0.8157467532467533
Raisio Oyj Vaihto-osake,RAIVV,2022,0,1,Mid,Consumer Goods and Services,Finland,2019,0,220.8,280800.0,194.0,0.25,,0.0011322463768115942,0.878623188405797
